"IUCN","IUCN Category","SPEC","Species","COU","Country","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","KOR","Korea","NBR","Number","0","Units",,,224,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","LUX","Luxembourg","NBR","Number","0","Units",,,1323,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","LUX","Luxembourg","NBR","Number","0","Units",,,1205,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","LUX","Luxembourg","NBR","Number","0","Units",,,124,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","LUX","Luxembourg","NBR","Number","0","Units",,,121,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","LUX","Luxembourg","NBR","Number","0","Units",,,109,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","LUX","Luxembourg","NBR","Number","0","Units",,,354,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","LUX","Luxembourg","NBR","Number","0","Units",,,124,,
"CRITICAL_IND","Number of critically endangered indigenous species","VASCULAR_PLANT","Vascular plants","LUX","Luxembourg","NBR","Number","0","Units",,,121,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","LUX","Luxembourg","NBR","Number","0","Units",,,109,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","MEX","Mexico","NBR","Number","0","Units",,,23296,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","MEX","Mexico","NBR","Number","0","Units",,,11551,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","MEX","Mexico","NBR","Number","0","Units",,,175,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","MEX","Mexico","NBR","Number","0","Units",,,6,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","MEX","Mexico","NBR","Number","0","Units",,,329,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","MEX","Mexico","NBR","Number","0","Units",,,510,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","MEX","Mexico","NBR","Number","0","Units",,,105,,
"CRITICAL_IND","Number of critically endangered indigenous species","VASCULAR_PLANT","Vascular plants","MEX","Mexico","NBR","Number","0","Units",,,5,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","MEX","Mexico","NBR","Number","0","Units",,,165,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","NLD","Netherlands","NBR","Number","0","Units",,,1395,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","NLD","Netherlands","NBR","Number","0","Units",,,117,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","NLD","Netherlands","NBR","Number","0","Units",,,71,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","NLD","Netherlands","NBR","Number","0","Units",,,168,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","NLD","Netherlands","NBR","Number","0","Units",,,356,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","NZL","New Zealand","NBR","Number","0","Units",,,5038,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","NZL","New Zealand","NBR","Number","0","Units",,,2485,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","NZL","New Zealand","NBR","Number","0","Units",,,64,,
"CRITICAL_IND","Number of critically endangered indigenous species","VASCULAR_PLANT","Vascular plants","NZL","New Zealand","NBR","Number","0","Units",,,163,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","NZL","New Zealand","NBR","Number","0","Units",,,101,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","NOR","Norway","NBR","Number","0","Units",,,3243,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","NOR","Norway","NBR","Number","0","Units",,,1357,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","NOR","Norway","NBR","Number","0","Units",,,100,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","NOR","Norway","NBR","Number","0","Units",,,35,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","NOR","Norway","NBR","Number","0","Units",,,111,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","NOR","Norway","NBR","Number","0","Units",,,246,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","NOR","Norway","NBR","Number","0","Units",,,100,,
"CRITICAL_IND","Number of critically endangered indigenous species","VASCULAR_PLANT","Vascular plants","NOR","Norway","NBR","Number","0","Units",,,35,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","NOR","Norway","NBR","Number","0","Units",,,111,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","POL","Poland","NBR","Number","0","Units",,,3087,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","POL","Poland","NBR","Number","0","Units",,,2534,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","POL","Poland","NBR","Number","0","Units",,,139,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","POL","Poland","NBR","Number","0","Units",,,123,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","POL","Poland","NBR","Number","0","Units",,,226,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","POL","Poland","NBR","Number","0","Units",,,488,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","POL","Poland","NBR","Number","0","Units",,,123,,
"CRITICAL_IND","Number of critically endangered indigenous species","VASCULAR_PLANT","Vascular plants","POL","Poland","NBR","Number","0","Units",,,110,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","POL","Poland","NBR","Number","0","Units",,,195,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","PRT","Portugal","NBR","Number","0","Units",,,3607,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","PRT","Portugal","NBR","Number","0","Units",,,2927,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","SVK","Slovak Republic","NBR","Number","0","Units",,,3619,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","SVK","Slovak Republic","NBR","Number","0","Units",,,171,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","SVK","Slovak Republic","NBR","Number","0","Units",,,155,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","SVK","Slovak Republic","NBR","Number","0","Units",,,201,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","SVK","Slovak Republic","NBR","Number","0","Units",,,527,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","ESP","Spain","NBR","Number","0","Units",,,7066,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","ESP","Spain","NBR","Number","0","Units",,,278,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","ESP","Spain","NBR","Number","0","Units",,,271,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","ESP","Spain","NBR","Number","0","Units",,,714,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","ESP","Spain","NBR","Number","0","Units",,,1263,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","ESP","Spain","NBR","Number","0","Units",,,278,,
"CRITICAL_IND","Number of critically endangered indigenous species","VASCULAR_PLANT","Vascular plants","ESP","Spain","NBR","Number","0","Units",,,271,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","ESP","Spain","NBR","Number","0","Units",,,714,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","SWE","Sweden","NBR","Number","0","Units",,,1561,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","SWE","Sweden","NBR","Number","0","Units",,,1561,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","SWE","Sweden","NBR","Number","0","Units",,,114,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","SWE","Sweden","NBR","Number","0","Units",,,43,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","SWE","Sweden","NBR","Number","0","Units",,,113,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","SWE","Sweden","NBR","Number","0","Units",,,270,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","CHE","Switzerland","NBR","Number","0","Units",,,2613,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","CHE","Switzerland","NBR","Number","0","Units",,,2613,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","CHE","Switzerland","NBR","Number","0","Units",,,197,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","CHE","Switzerland","NBR","Number","0","Units",,,111,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","CHE","Switzerland","NBR","Number","0","Units",,,362,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","CHE","Switzerland","NBR","Number","0","Units",,,670,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","CHE","Switzerland","NBR","Number","0","Units",,,197,,
"CRITICAL_IND","Number of critically endangered indigenous species","VASCULAR_PLANT","Vascular plants","CHE","Switzerland","NBR","Number","0","Units",,,111,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","CHE","Switzerland","NBR","Number","0","Units",,,362,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","TUR","Turkey","NBR","Number","0","Units",,,11707,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","TUR","Turkey","NBR","Number","0","Units",,,1282,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","GBR","United Kingdom","NBR","Number","0","Units",,,4562,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","GBR","United Kingdom","NBR","Number","0","Units",,,240,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","GBR","United Kingdom","NBR","Number","0","Units",,,104,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","GBR","United Kingdom","NBR","Number","0","Units",,,482,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","GBR","United Kingdom","NBR","Number","0","Units",,,826,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","GBR","United Kingdom","NBR","Number","0","Units",,,240,,
"CRITICAL_IND","Number of critically endangered indigenous species","VASCULAR_PLANT","Vascular plants","GBR","United Kingdom","NBR","Number","0","Units",,,104,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","GBR","United Kingdom","NBR","Number","0","Units",,,482,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","USA","United States","NBR","Number","0","Units",,,19569,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","USA","United States","NBR","Number","0","Units",,,16279,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","USA","United States","NBR","Number","0","Units",,,1462,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","USA","United States","NBR","Number","0","Units",,,1222,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","USA","United States","NBR","Number","0","Units",,,2691,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","USA","United States","NBR","Number","0","Units",,,5375,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","USA","United States","NBR","Number","0","Units",,,1461,,
"CRITICAL_IND","Number of critically endangered indigenous species","VASCULAR_PLANT","Vascular plants","USA","United States","NBR","Number","0","Units",,,1221,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","USA","United States","NBR","Number","0","Units",,,2684,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","CHL","Chile","NBR","Number","0","Units",,,195,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","CHL","Chile","NBR","Number","0","Units",,,152,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","CHL","Chile","NBR","Number","0","Units",,,418,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","CHL","Chile","NBR","Number","0","Units",,,195,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","CHL","Chile","NBR","Number","0","Units",,,152,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","EST","Estonia","NBR","Number","0","Units",,,1928,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","EST","Estonia","NBR","Number","0","Units",,,1335,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","EST","Estonia","NBR","Number","0","Units",,,59,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","EST","Estonia","NBR","Number","0","Units",,,31,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","EST","Estonia","NBR","Number","0","Units",,,91,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","EST","Estonia","NBR","Number","0","Units",,,181,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","EST","Estonia","NBR","Number","0","Units",,,57,,
"CRITICAL_IND","Number of critically endangered indigenous species","VASCULAR_PLANT","Vascular plants","EST","Estonia","NBR","Number","0","Units",,,31,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","EST","Estonia","NBR","Number","0","Units",,,90,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","ISR","Israel","NBR","Number","0","Units",,,2288,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","ISR","Israel","NBR","Number","0","Units",,,117,,
"CRITICAL_IND","Number of critically endangered indigenous species","VASCULAR_PLANT","Vascular plants","ISR","Israel","NBR","Number","0","Units",,,62,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","ISR","Israel","NBR","Number","0","Units",,,198,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","RUS","Russia","NBR","Number","0","Units",,,11400,,
